oa11cd,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
E00004327,10,6,13,8,14,1,6,6,5,4,15,14,7,10,6,4,0,5,3,1,0,0,0,1,2,4,3,5,4,8,6,8,8,6,10,6,9,1,7,6,12,6,10,3,10,8,6,8,8,8,5,9,6,8,5,3,7,0,2,2,3,2,3,2,1,3,3,0,2,1,2,2,0,4,2,3,0,1,1,3,2,1,0,0,4,0,2,0,1,0,6
E00004329,7,6,9,6,4,3,7,8,3,9,11,4,6,7,2,7,2,4,0,2,2,6,7,2,1,5,6,9,5,9,4,9,10,7,6,5,5,9,9,3,7,7,8,8,3,11,13,6,5,6,5,3,0,3,6,3,3,3,1,0,1,4,2,1,0,1,1,2,4,3,2,0,3,0,3,4,5,3,1,5,4,2,4,2,2,1,3,2,3,1,23
E00004356,4,0,0,5,4,5,3,4,3,8,1,4,3,6,5,6,5,6,4,2,1,4,1,2,4,4,3,3,2,4,3,2,2,4,5,6,1,3,4,3,4,5,2,9,2,3,7,13,6,12,6,6,8,18,10,5,10,2,4,3,4,1,3,2,1,4,3,6,5,1,1,2,2,2,1,1,4,0,4,2,2,0,0,1,0,2,1,1,0,3,4
E00004357,9,9,4,13,9,6,4,10,11,6,10,11,4,8,15,11,8,9,9,5,6,1,4,1,2,1,0,2,0,3,0,1,3,4,5,3,2,9,3,4,9,6,4,9,9,8,9,13,9,14,20,10,15,6,8,2,4,3,4,4,2,5,5,1,1,5,3,4,2,1,0,2,2,1,2,4,1,4,0,0,1,0,0,0,1,0,3,1,1,0,2
E00004360,2,10,5,10,13,3,10,5,5,2,7,6,3,8,8,4,2,3,4,3,1,0,3,1,1,1,9,4,2,3,3,2,3,3,4,9,9,3,14,7,8,2,3,13,8,8,5,3,11,3,11,9,7,6,5,6,8,1,3,3,3,3,4,3,2,1,1,0,1,3,0,4,3,0,2,0,4,1,3,4,1,0,2,0,0,1,1,0,0,1,1
E00004321,2,4,8,4,8,5,3,11,6,8,12,15,19,7,4,10,1,1,7,4,8,11,17,16,13,19,15,14,18,13,10,10,2,7,5,8,3,7,4,5,8,2,8,11,6,11,6,18,6,6,1,8,9,11,2,8,8,4,5,1,2,4,3,1,1,4,6,6,7,2,0,2,1,1,1,1,2,1,2,0,2,0,0,0,1,0,0,5,0,7,6
E00004326,4,4,3,0,8,1,3,7,10,8,7,10,17,16,6,1,4,3,1,5,0,0,4,3,1,6,4,4,5,7,2,5,5,4,5,4,4,2,3,5,9,5,7,7,3,0,5,11,4,8,3,8,6,2,5,5,5,3,5,1,3,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1,3,0,0,0,1,0,0,0,0,0,4,4,0,0,5
E00004331,6,3,4,11,5,8,8,3,6,6,8,14,12,6,5,2,7,8,2,2,6,1,0,7,3,11,8,5,7,8,3,4,5,5,5,3,1,4,6,6,6,3,4,2,6,11,11,9,11,2,5,11,2,9,7,2,3,4,2,2,2,1,1,2,4,7,3,4,0,1,1,0,1,2,3,1,0,0,4,1,1,0,1,3,0,4,0,4,0,0,0
E00004336,12,3,7,2,7,5,7,2,6,1,13,5,4,4,5,0,3,1,0,0,3,2,2,3,6,15,9,12,17,23,11,13,16,14,21,12,11,12,13,7,10,11,3,4,7,12,20,6,5,11,3,5,3,5,3,1,5,2,6,1,0,4,2,2,3,1,1,1,0,4,2,2,3,2,0,1,3,0,0,1,0,0,2,0,1,0,0,0,0,0,0
E00004337,1,5,13,2,7,5,6,5,5,5,5,4,7,5,10,1,1,5,0,2,1,6,2,2,4,7,4,4,5,2,6,2,4,4,7,2,6,4,5,4,8,3,2,7,4,10,10,9,3,8,9,7,3,7,1,5,2,2,5,3,4,0,2,3,4,0,1,4,1,0,3,2,2,3,1,3,0,1,0,1,0,0,1,0,2,0,0,3,0,0,4
E00004320,3,4,8,7,7,7,0,11,2,3,6,4,9,4,6,5,1,3,3,5,4,4,2,3,3,2,1,2,3,5,2,2,3,3,9,4,8,8,5,9,5,7,8,6,8,8,7,5,6,10,4,4,5,4,6,2,5,9,5,2,3,4,6,3,3,1,6,8,1,6,3,5,5,1,3,2,2,2,1,2,2,2,5,0,4,0,2,3,0,0,1
E00004333,5,4,3,2,1,3,5,6,2,4,2,2,2,0,0,0,1,3,2,3,1,0,2,3,3,1,4,4,2,6,6,8,8,11,6,5,2,4,10,4,6,5,5,2,4,7,6,2,4,8,3,1,2,3,3,2,5,1,0,6,3,6,3,1,6,1,3,3,7,6,2,3,2,2,1,3,2,1,1,1,5,1,1,0,0,0,0,0,0,3,3
E00004335,4,4,4,3,5,3,6,2,4,6,7,8,4,1,6,2,1,2,1,1,3,0,3,1,2,4,6,6,13,9,8,12,13,10,9,8,6,9,12,9,5,5,10,8,7,7,3,6,5,6,8,6,5,5,5,10,2,3,3,3,1,8,5,3,1,3,3,3,0,0,2,2,1,0,1,2,1,3,2,2,2,2,1,1,0,1,1,2,3,0,3
E00004338,4,5,4,9,9,14,9,1,6,7,2,6,3,6,5,2,2,4,2,1,0,5,2,2,2,2,7,2,4,7,4,2,4,6,4,7,6,11,3,7,5,6,7,8,2,10,3,8,5,12,9,3,5,3,1,4,3,0,2,2,4,1,5,5,0,0,0,3,6,1,0,1,2,3,4,2,6,2,0,3,4,3,2,0,1,2,1,0,1,0,3
E00004341,8,5,1,3,3,5,9,6,5,7,2,2,3,2,0,3,1,1,1,0,0,0,4,0,3,2,3,3,7,4,5,14,7,9,9,9,11,13,6,9,5,5,7,4,2,6,10,4,1,7,4,5,2,2,0,2,1,2,3,1,0,1,1,4,1,0,0,4,0,4,1,1,2,0,2,1,0,1,0,2,2,0,0,0,0,2,0,1,0,0,0
E00004342,3,4,2,3,10,4,4,3,4,5,2,1,4,2,1,2,3,3,3,1,2,1,4,2,5,3,6,6,7,5,4,2,7,5,8,9,10,12,11,11,5,7,4,4,6,4,5,3,6,3,16,5,3,3,5,1,6,6,2,4,8,5,4,1,3,4,4,3,3,2,1,2,3,1,1,2,0,0,0,0,5,0,0,0,2,0,1,3,0,2,4
E00004332,3,1,5,3,7,9,3,7,5,2,3,4,7,4,4,0,1,4,1,4,1,4,0,4,6,1,0,4,5,4,4,4,6,4,5,6,6,7,5,9,11,2,5,1,5,8,5,4,2,2,0,3,1,4,3,4,2,2,2,1,1,2,2,1,1,1,0,0,0,3,1,3,1,1,1,0,1,1,0,1,0,0,2,3,0,0,3,1,0,0,0
E00004334,4,4,3,2,4,5,1,6,3,4,4,6,2,8,0,1,4,3,4,1,4,3,1,0,1,3,1,2,1,2,4,3,2,5,5,3,6,7,6,5,9,6,3,2,10,4,7,8,8,0,5,1,0,2,5,2,5,1,1,2,0,0,2,4,3,0,3,1,3,2,0,5,3,0,4,4,2,3,2,1,0,3,1,1,0,2,0,0,2,2,1
E00004339,3,5,1,11,4,6,5,2,1,0,1,2,6,7,2,0,0,6,2,1,0,1,3,13,5,8,5,16,5,11,4,8,10,8,9,8,16,18,14,11,4,9,9,3,6,7,3,4,3,4,3,1,1,2,1,0,4,0,1,2,0,3,3,2,1,0,0,4,4,3,0,2,3,0,2,2,4,2,1,3,4,1,3,1,2,2,0,3,0,0,2
E00004340,1,0,0,4,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,1,3,8,2,9,13,27,17,13,21,19,12,11,13,12,9,8,7,12,12,8,8,5,3,6,0,2,4,2,1,2,1,2,1,0,1,1,0,1,1,0,0,0,1,2,0,0,1,0,0,0,3,1,0,0,2,2,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0
E00004343,3,6,8,4,4,3,6,9,2,2,4,2,3,1,3,1,3,2,2,3,0,3,4,3,4,6,2,0,2,3,7,4,4,7,10,8,7,5,8,8,6,7,5,5,6,3,6,9,7,4,1,4,2,2,0,2,6,2,2,1,0,1,1,2,1,3,3,2,4,4,3,2,2,2,1,2,3,1,1,0,1,2,1,1,0,3,0,1,0,0,1
E00004344,5,4,8,7,10,3,2,7,3,3,3,5,3,0,5,2,3,1,2,1,1,2,5,7,8,6,13,12,15,13,13,7,18,5,9,8,19,15,11,9,14,9,7,6,6,8,4,3,9,2,2,2,2,2,2,3,1,3,3,0,1,0,0,0,0,0,2,1,2,5,1,1,0,1,1,0,3,0,0,2,0,0,0,1,2,0,0,1,0,1,5
E00004322,5,7,4,11,5,7,1,3,3,6,6,7,5,5,3,3,1,3,4,0,1,2,2,1,0,0,2,2,3,3,0,3,2,4,7,6,9,8,6,4,8,9,4,3,5,4,5,6,5,7,1,6,7,1,2,4,3,3,5,3,4,7,3,9,5,6,3,4,7,3,4,2,6,10,4,4,0,4,0,2,9,2,1,3,2,0,1,0,0,0,4
E00004347,5,3,2,1,6,8,3,4,4,2,4,2,5,7,3,4,3,7,3,1,3,2,1,0,5,3,1,2,0,5,2,4,6,6,2,3,3,2,3,5,6,1,3,5,5,7,3,4,4,6,1,2,5,8,5,6,5,3,0,0,3,4,0,6,3,1,4,1,5,2,2,2,4,0,1,0,0,2,2,0,0,2,6,2,1,0,0,0,0,0,4
E00004348,11,3,6,7,7,1,6,4,5,9,6,5,7,8,8,9,7,5,5,1,3,5,7,5,5,11,8,10,8,6,7,4,3,5,4,5,6,4,7,10,6,7,8,8,9,14,7,6,7,9,12,15,5,10,5,6,7,3,3,7,5,1,3,3,5,4,2,1,6,0,1,2,10,2,2,3,3,1,1,0,1,4,0,2,2,0,0,0,2,0,0
E00004349,3,5,5,1,3,3,2,4,0,6,13,14,8,11,6,5,9,4,3,3,0,3,3,2,0,0,1,4,4,1,4,7,1,2,2,1,1,3,4,6,5,3,7,1,4,5,7,9,15,8,8,14,5,8,4,2,7,0,3,2,3,2,5,3,4,5,3,3,3,3,5,4,3,9,1,3,0,0,3,6,1,0,1,2,0,0,2,0,0,1,4
E00004352,4,4,9,11,16,2,5,9,7,11,7,16,9,8,10,7,5,5,4,2,2,4,2,0,0,5,1,6,2,1,3,5,2,4,4,5,5,5,4,1,6,8,7,7,9,9,7,7,14,10,5,10,5,6,7,3,2,6,1,5,5,7,1,3,1,1,1,3,0,3,3,2,3,4,4,4,5,4,1,1,2,0,4,0,0,1,0,0,0,1,7
E00004345,3,1,4,5,2,3,5,11,6,7,11,10,6,6,9,5,5,1,6,1,1,0,3,1,2,2,0,3,0,2,3,3,6,0,9,2,4,2,4,5,4,3,7,9,7,3,8,4,3,6,3,6,5,3,5,4,5,4,5,5,3,2,3,3,4,6,5,1,0,5,3,2,12,7,7,8,9,3,2,4,2,4,2,5,2,1,4,0,0,2,5
E00004346,0,3,6,2,0,2,5,1,5,6,7,8,4,4,3,3,5,3,3,2,4,4,4,8,2,2,8,3,5,6,8,4,7,5,3,2,5,5,4,7,1,5,5,3,2,6,8,6,3,4,5,5,5,4,5,4,6,5,4,4,5,2,4,7,1,3,6,2,6,2,0,4,1,2,6,1,7,1,0,1,5,2,4,1,1,1,2,0,1,0,4
E00004350,1,8,1,8,5,5,9,4,6,7,1,4,5,14,5,1,7,5,1,3,1,5,3,3,3,2,3,3,4,5,7,0,7,7,4,7,11,3,2,5,7,7,6,5,7,2,7,4,5,5,4,4,8,7,3,4,3,1,1,5,2,2,2,1,0,4,4,0,3,5,2,5,4,5,1,4,2,6,0,6,0,2,3,5,4,1,4,1,0,1,11
E00004351,3,3,6,2,5,4,4,1,7,3,6,14,2,4,2,2,4,4,1,1,4,3,5,5,2,8,3,5,1,3,2,1,6,4,9,5,6,5,1,1,3,5,5,5,2,5,1,3,7,4,7,3,8,9,6,7,2,2,3,4,2,6,4,2,4,1,4,8,4,3,7,4,0,8,2,4,5,2,2,3,3,4,5,0,2,2,2,2,4,1,4
E00004359,2,7,8,4,1,8,5,10,1,7,8,9,10,3,6,5,5,3,5,2,3,3,0,3,1,0,2,4,3,4,1,4,8,6,2,3,4,2,3,8,2,1,0,7,4,10,13,11,6,12,10,6,6,2,3,7,1,3,1,5,4,4,2,2,2,6,1,6,2,3,2,5,7,3,4,5,4,1,3,0,1,0,3,0,3,0,2,4,1,0,9
E00004381,3,4,3,6,5,7,4,11,10,9,3,6,6,4,3,1,3,3,2,2,1,3,0,4,3,4,3,4,4,6,8,9,4,3,3,5,4,7,6,7,6,3,6,13,7,8,2,6,4,7,7,6,6,3,5,6,2,1,5,3,4,4,6,3,0,2,2,4,3,2,4,1,2,2,5,3,3,3,0,0,2,2,2,0,0,0,1,0,1,1,5
E00004384,1,0,4,3,3,6,6,2,4,7,5,1,3,2,2,4,4,4,2,1,1,0,3,2,4,5,5,1,3,5,4,5,9,5,3,5,2,4,7,4,3,0,4,2,5,6,2,5,3,0,2,4,3,4,5,3,1,2,3,3,4,2,3,3,4,1,2,0,2,4,3,0,2,0,3,0,2,1,3,0,0,3,0,1,0,2,0,0,1,1,1
E00004385,2,3,3,0,0,0,1,7,2,2,1,1,7,4,2,3,0,4,0,0,3,1,1,4,6,4,4,4,5,5,4,1,5,2,7,3,3,8,4,2,7,4,4,3,7,2,3,4,4,4,6,3,5,3,0,4,3,5,2,3,3,5,2,5,1,3,2,2,1,1,0,2,0,1,5,2,0,0,1,1,0,0,0,4,1,1,0,1,0,0,0
E00004389,2,10,5,7,7,6,6,5,5,9,2,2,4,1,3,4,1,2,3,3,1,3,6,2,3,5,6,2,5,8,9,6,14,11,3,8,6,7,1,7,12,5,9,8,4,6,4,3,2,5,4,1,5,4,2,4,3,2,2,3,1,3,2,4,4,2,1,7,4,1,1,5,6,5,3,1,0,2,2,2,0,2,0,1,0,1,0,0,1,0,4
E00004392,0,2,1,1,3,9,2,3,4,8,2,5,3,2,1,3,4,7,3,4,3,3,1,2,4,1,2,5,2,3,1,2,3,7,3,5,1,4,4,4,2,3,1,0,7,2,5,3,6,4,2,2,3,6,9,3,3,1,1,4,2,3,3,1,2,2,4,2,4,1,7,5,1,7,2,4,5,4,0,0,4,8,4,4,2,1,2,1,1,1,0
E00004394,1,2,0,1,4,4,3,3,4,4,1,4,1,3,2,2,1,3,3,2,0,3,1,2,0,3,5,7,4,3,6,10,4,2,8,4,2,1,4,2,4,5,4,3,6,6,0,9,6,3,5,4,1,3,2,4,2,3,3,4,3,3,4,1,1,1,4,5,2,1,4,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
E00004365,1,3,5,4,2,2,3,3,5,4,5,4,4,3,3,1,0,1,2,2,1,1,1,0,4,6,14,8,11,9,12,14,8,10,7,7,4,8,3,6,5,10,7,6,1,6,5,2,5,10,8,5,4,8,2,3,4,5,3,2,5,2,1,3,1,1,0,1,2,1,2,2,1,1,3,0,1,2,1,0,2,2,0,2,3,0,0,1,0,0,3
E00004383,4,1,2,2,1,4,1,4,1,2,3,6,2,5,7,2,5,4,2,2,3,6,2,1,2,2,3,5,7,3,4,6,9,3,4,5,1,5,2,8,7,6,7,5,1,5,5,7,1,8,5,6,2,4,4,1,4,5,6,4,4,2,2,1,1,0,0,1,1,2,2,2,2,5,5,2,1,0,1,1,0,0,0,2,0,0,0,0,3,0,6
E00004387,1,2,2,1,2,4,4,1,7,2,2,2,3,2,2,1,4,1,2,2,0,2,0,1,2,3,9,4,7,5,7,9,2,2,6,4,8,4,7,3,3,4,0,5,5,3,4,4,3,3,1,5,4,3,3,2,6,0,6,2,4,0,7,1,1,2,1,0,2,3,4,1,1,2,1,2,0,0,1,1,5,0,0,0,0,0,0,0,0,0,2
E00004390,2,2,3,6,2,8,5,4,2,4,6,3,0,2,6,3,5,0,2,2,0,0,3,6,1,3,3,5,6,5,5,11,8,10,8,8,8,4,3,4,3,3,3,3,6,8,8,4,2,5,5,3,2,5,4,4,1,2,3,3,2,0,1,2,0,4,4,0,6,3,2,4,3,3,2,1,1,0,0,2,0,0,1,1,1,0,2,0,2,1,2
E00004393,7,6,2,3,2,2,2,3,4,4,0,4,3,7,1,8,3,4,4,3,4,3,2,5,4,6,3,8,8,8,4,8,13,3,7,6,6,1,5,9,4,2,6,4,5,3,4,1,4,2,5,8,1,5,2,7,5,1,1,8,4,3,3,3,4,2,2,1,7,1,3,2,3,1,2,1,0,0,0,1,1,1,3,3,0,0,0,0,0,1,2
E00004395,4,1,4,2,2,5,8,1,1,4,2,3,3,3,3,3,0,7,4,2,3,3,5,3,3,9,6,10,14,6,9,7,7,14,10,7,4,5,5,11,2,2,5,8,7,6,3,4,3,4,4,3,2,2,4,0,7,2,6,5,2,2,3,3,0,3,3,0,3,1,4,1,2,0,3,0,1,1,1,2,0,0,0,3,4,0,0,2,0,3,0
E00004382,4,4,2,6,4,5,1,3,9,6,2,4,3,8,3,2,2,3,1,3,0,2,0,1,0,3,0,2,3,4,6,7,2,6,7,5,9,2,12,5,5,7,6,8,6,7,4,6,6,7,7,3,1,3,2,2,7,1,4,2,6,5,4,4,0,1,1,3,1,1,0,5,1,2,0,4,2,2,0,1,2,1,0,0,0,1,0,0,0,0,2
E00004386,1,2,1,3,3,2,5,4,8,8,4,5,7,2,4,3,0,2,1,1,3,2,1,0,3,1,6,5,0,8,4,4,4,6,7,8,4,4,3,2,6,4,2,7,0,6,4,4,5,5,4,4,3,4,3,3,1,8,3,7,2,4,1,3,2,2,1,7,0,3,4,1,5,0,3,1,0,3,0,0,1,3,0,1,1,0,1,0,2,1,3
E00004388,4,2,3,1,4,0,2,3,3,1,5,2,1,2,4,5,5,5,6,1,0,3,1,5,1,2,2,4,2,7,1,1,7,1,6,4,2,8,4,3,4,6,0,5,7,3,2,4,8,3,5,3,8,3,5,2,1,2,5,6,3,3,0,6,1,0,4,2,1,5,3,5,4,2,0,5,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
E00004391,0,6,3,7,7,7,16,4,4,15,2,13,2,3,4,8,8,9,5,0,2,3,1,0,1,4,2,2,6,2,6,4,5,4,8,6,12,11,6,10,6,8,6,5,5,6,9,13,6,4,5,6,6,5,7,5,4,7,6,1,4,2,0,1,4,1,0,2,3,2,2,3,5,1,4,4,5,1,5,5,0,2,2,0,1,2,1,0,0,2,3
E00004396,1,3,4,5,4,4,4,3,3,1,6,7,5,6,6,4,8,6,7,6,3,7,4,6,4,2,6,4,4,6,5,5,3,2,7,5,4,3,2,5,5,1,3,7,2,3,2,6,3,4,6,6,3,3,9,7,4,3,7,3,8,4,7,6,2,4,4,4,4,4,10,0,0,5,3,1,0,2,0,0,2,1,0,1,0,0,1,1,0,2,1
E00004398,1,4,0,3,2,4,4,10,5,3,5,3,5,2,4,6,4,7,2,3,3,3,2,4,1,6,7,6,5,10,8,4,3,3,5,3,6,4,5,6,7,4,8,3,3,6,2,2,3,2,5,8,3,3,4,0,1,1,1,1,3,1,1,3,1,2,4,1,2,1,1,1,2,1,0,4,5,5,1,0,1,1,1,2,0,2,2,0,0,0,1
E00004362,8,9,3,9,6,9,18,11,15,10,7,10,10,10,14,10,9,8,7,8,8,3,12,3,7,11,5,12,11,7,10,9,13,7,9,9,4,7,7,12,7,5,5,11,10,5,9,13,13,7,7,4,7,14,7,9,6,9,7,2,2,1,7,6,3,4,2,2,1,3,7,0,6,0,4,2,0,1,1,2,3,1,1,1,2,0,1,0,0,0,5
E00004370,4,0,2,4,3,3,3,0,5,3,3,6,3,3,1,1,2,3,4,2,2,2,2,2,3,6,4,9,6,7,4,4,4,3,2,3,3,1,1,6,2,4,2,4,1,1,5,3,1,1,0,3,3,6,6,3,0,2,1,5,5,5,4,4,6,3,4,4,6,4,1,3,4,5,3,2,1,4,1,2,0,0,4,1,1,2,0,0,2,0,8
E00004376,8,8,1,7,11,1,2,7,2,7,5,9,3,9,2,2,3,5,3,4,1,9,2,6,7,8,13,10,9,12,11,11,15,12,10,8,3,9,9,9,5,8,6,7,4,6,7,7,8,6,6,13,8,5,6,4,4,7,5,6,3,5,2,6,6,4,3,4,3,3,0,4,4,3,0,1,2,1,1,0,3,2,2,0,2,0,0,0,0,0,3
E00004397,3,0,3,5,6,5,5,4,4,5,2,7,8,7,6,6,4,3,2,5,3,2,5,5,3,5,3,7,8,6,8,13,4,7,10,2,7,1,3,2,2,3,2,4,5,3,7,5,8,8,5,1,5,2,8,3,10,5,5,2,3,1,2,4,6,5,4,4,3,2,2,3,1,3,1,2,2,2,2,0,1,0,1,0,0,0,0,0,0,0,1
E00004399,4,2,1,9,10,8,6,9,9,8,8,9,8,10,13,15,10,7,15,3,9,5,7,4,8,6,9,8,10,9,4,6,7,7,11,8,7,6,7,4,6,4,5,8,7,6,6,9,9,5,6,7,2,7,5,7,6,3,3,1,4,0,1,4,2,2,1,1,2,0,7,1,0,0,0,0,2,2,1,1,0,1,0,4,2,2,0,0,0,0,3
E00004363,13,6,10,5,9,7,9,12,10,7,4,8,8,13,5,6,12,25,13,11,7,5,5,9,7,15,9,8,9,13,10,6,6,14,5,6,13,4,6,3,6,2,3,3,7,9,6,3,7,2,4,12,9,11,9,7,5,9,3,4,2,5,3,12,6,3,4,1,2,1,1,3,3,0,1,3,2,4,0,2,3,2,2,4,1,1,0,3,0,0,1
E00004366,2,7,2,3,6,5,5,1,2,3,1,0,1,0,3,0,2,0,0,1,0,0,0,3,3,0,2,1,2,2,5,3,2,5,5,3,1,1,4,0,2,4,5,3,2,2,2,2,3,0,5,5,4,6,4,2,3,2,5,4,4,7,2,3,3,2,1,4,0,6,4,3,1,2,1,0,0,1,4,3,0,0,2,0,1,0,0,0,0,0,0
E00004369,2,5,3,4,6,3,8,5,6,3,6,3,2,2,3,2,4,9,1,0,2,4,1,0,5,3,2,4,5,5,5,8,3,10,3,4,6,3,4,7,2,2,5,5,4,2,1,3,5,2,3,2,3,8,7,3,6,7,4,7,0,6,2,3,4,1,1,3,1,2,5,1,4,3,2,6,3,8,6,1,2,3,4,0,4,2,0,1,0,0,4
E00004373,4,5,3,4,2,2,2,4,4,0,3,3,4,1,3,4,3,6,0,3,1,3,3,2,2,2,2,3,1,3,11,5,7,4,4,6,4,3,4,4,4,5,3,0,1,0,4,3,4,4,0,2,3,5,2,3,0,2,5,2,1,2,1,2,1,1,1,3,0,1,2,2,2,1,0,3,5,0,4,1,2,2,2,0,0,1,2,0,0,0,3
E00004400,6,9,12,8,11,10,6,8,8,4,11,7,8,6,2,10,7,8,1,6,5,2,4,1,4,3,7,6,6,5,6,10,8,3,5,8,9,4,4,5,3,9,6,5,7,4,4,5,0,7,4,3,8,9,10,11,6,6,5,2,4,6,5,5,7,3,4,3,1,1,0,2,2,3,2,0,0,1,7,3,5,0,7,4,3,0,2,3,0,0,5
E00004364,4,8,9,6,7,11,4,4,4,6,9,4,8,11,5,6,8,3,5,5,5,3,8,9,13,16,7,10,14,15,17,11,12,6,13,10,13,5,11,9,6,9,4,7,7,10,1,9,6,9,9,6,7,6,9,9,7,6,7,5,2,7,5,7,2,2,4,5,3,3,3,6,9,2,4,5,5,4,5,0,2,2,4,6,1,2,4,5,2,6,29
E00004371,1,1,1,2,1,4,1,2,4,2,3,3,3,6,3,2,3,1,4,3,2,4,1,4,5,4,5,8,5,3,4,3,6,4,1,2,5,3,2,4,1,0,1,6,6,5,2,2,7,2,3,7,4,2,4,1,4,0,2,3,3,3,0,0,1,4,0,0,1,3,2,1,1,2,4,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,3
E00004374,2,3,3,6,3,8,2,6,8,6,3,9,3,4,2,3,2,4,4,1,5,4,7,6,7,6,4,4,4,4,9,4,3,7,6,1,4,3,3,4,4,5,3,4,3,2,2,2,3,3,1,5,1,1,3,2,2,1,5,1,3,3,3,1,2,3,0,0,7,1,1,0,2,0,0,0,0,0,0,0,2,1,0,0,0,1,1,2,0,0,1
E00004377,2,0,5,1,1,3,2,3,3,8,6,4,3,5,2,4,5,4,3,1,7,3,5,3,9,8,8,10,7,4,2,3,6,3,3,3,3,3,2,7,4,4,4,1,2,7,2,3,5,4,6,4,7,1,5,3,6,1,2,0,4,3,0,2,4,0,3,1,0,1,1,0,3,0,1,2,1,5,2,1,0,0,0,3,0,0,0,0,0,0,0
E00004380,6,2,5,3,9,2,3,2,4,6,6,5,3,4,3,9,3,6,2,3,10,7,7,10,4,13,9,16,10,14,10,11,9,7,6,6,6,5,1,6,2,6,7,6,4,7,2,4,3,5,5,2,3,3,8,4,3,6,3,0,3,1,5,1,4,2,1,2,3,5,2,3,2,1,3,2,2,4,1,3,0,1,3,2,0,1,0,3,2,2,0
E00004367,3,16,7,5,9,12,7,9,12,6,4,3,8,9,2,8,5,5,5,4,7,5,6,6,7,6,10,18,14,7,13,13,18,8,17,10,13,6,10,9,7,8,4,8,7,5,5,5,3,9,9,9,9,11,5,6,3,2,3,1,5,4,4,4,3,2,6,6,8,2,4,4,1,5,1,0,2,0,0,3,0,2,1,0,0,1,1,1,3,0,6
E00004368,5,6,3,1,3,4,7,2,4,2,3,4,3,1,2,4,6,6,2,1,0,3,0,2,3,4,3,2,2,8,8,12,4,14,15,15,8,10,6,6,6,3,7,6,9,11,9,5,11,6,7,7,6,6,5,2,3,1,3,3,0,3,0,2,1,6,6,0,6,3,1,2,0,2,1,5,1,2,0,1,1,2,2,0,1,0,0,2,2,0,2
E00004372,3,5,7,8,5,3,7,6,6,9,7,5,6,9,7,7,6,9,4,4,4,12,6,8,7,7,10,14,4,9,9,10,7,9,10,6,5,9,7,8,7,5,9,3,9,1,15,5,6,2,4,8,7,6,6,10,3,9,7,2,9,3,0,4,2,0,1,6,1,3,2,8,0,2,3,1,3,3,4,3,2,3,0,1,0,0,0,1,0,2,2
E00004375,3,6,0,5,8,12,5,4,2,4,4,2,4,4,2,3,0,0,2,2,1,0,1,1,3,3,1,1,3,3,0,8,8,5,6,5,5,9,5,3,8,5,5,5,6,2,12,2,2,7,5,3,2,2,1,6,3,0,2,7,1,2,3,1,4,1,2,1,5,6,1,5,4,7,6,4,2,4,2,0,0,2,0,1,1,1,0,0,0,0,2
E00004378,3,6,9,3,7,4,4,5,0,5,4,4,5,6,1,4,0,2,1,2,3,7,4,8,9,5,7,6,7,8,13,6,11,3,11,8,7,7,8,9,1,6,2,6,7,5,5,4,5,7,4,7,2,5,5,0,4,6,4,1,3,2,1,5,2,6,1,1,2,5,1,1,3,1,3,1,0,8,0,6,3,2,1,0,1,2,0,0,1,1,3
E00004379,7,9,7,3,5,2,1,4,1,2,5,1,6,1,2,0,2,0,0,1,0,2,0,1,0,3,0,6,3,5,8,6,10,3,9,3,6,10,8,5,5,5,6,6,6,5,6,6,3,2,12,3,0,0,1,5,9,4,1,5,2,7,1,5,2,4,3,0,3,2,2,4,1,3,1,2,4,1,1,3,2,1,0,1,1,2,2,0,0,1,4
E00004411,5,4,3,8,3,1,3,1,3,0,5,4,1,3,3,1,3,0,1,4,1,2,0,0,4,5,3,6,6,3,3,4,6,1,4,6,4,6,3,6,9,5,5,1,3,4,5,3,3,7,4,4,3,4,2,5,3,3,1,1,5,1,3,4,2,2,2,4,2,1,0,0,3,4,5,0,0,3,8,0,6,5,0,1,2,1,4,0,0,3,2
E00004412,7,7,5,4,3,1,2,6,5,1,3,8,6,3,3,1,4,4,1,0,2,2,3,1,4,3,3,9,3,8,3,6,1,6,8,5,8,8,3,4,1,2,2,7,4,6,4,3,2,5,5,8,5,7,4,7,6,2,3,3,2,1,3,2,7,2,3,2,3,0,2,4,4,1,1,3,2,2,3,2,4,0,1,0,0,4,2,2,0,0,5
